source	accession	likely_multiomics	publicationDate	title	n_urls	associated_accessions	queries
biostudies-literature	S-EPMC8236116	True	None	Integrative multiomics analysis of human atherosclerosis reveals a serum response factor-driven network associated with intraplaque hemorrhage.	1	{}	atherosclerosis AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC10872807	True	None	Combined near infrared photoacoustic imaging and ultrasound detects vulnerable atherosclerotic plaque.	1	{}	atherosclerosis AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC7318784	True	None	Single-cell immune landscape of human atherosclerotic plaques.	1	{}	"myocardial infarction" AND transcriptomic AND proteomic || atherosclerosis AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
pride	PXD065713	True	20260323	HIV-1 Nef Reprograms Neuronal Lipid Rafts to Drive Neuroinflammation and Neurodegeneration in HIV-associated Neurocognitive Impairment	15	{"PRIDE_ProteomeXchange": ["PXD065713"]}	atherosclerosis AND transcriptomic AND proteomic
biostudies-literature	S-EPMC9520287	True	None	Therapeutic potential of the Proprotein Convertase Subtilisin/Kexin family in vascular disease.	1	{}	atherosclerosis AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC8858609	True	None	Osteomodulin attenuates smooth muscle cell osteogenic transition in vascular calcification.	1	{}	atherosclerosis AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
metabolights_dataset	MTBLS6366	True	20230908	Single-cell time-resolved multi-omics reveal apoptotic and ferroptotic heterogeneity during foam cell formation	192	{"MetaboLights": ["MTBLS6366"]}	atherosclerosis AND transcriptomic AND metabolomic
project	PRJNA1180979	True	None	Multiomics analysis of concurrent MASH and atherosclerosis in male and female mice	0	{"ENA_BioProject": ["PRJNA1180979"]}	atherosclerosis AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC8640864	True	None	Metabolomic architecture of obesity implicates metabolonic lactone sulfate in cardiometabolic disease.	1	{}	atherosclerosis AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC6921603	True	None	Novel findings to the biosynthetic pathway of magnoflorine and taspine through transcriptomic and metabolomic analysis of Croton draco (Euphorbiaceae).	1	{}	atherosclerosis AND transcriptomic AND metabolomic
geo	GSE283095	True	20250201	Ziziphora clinopodioides Lam. Attenuates AS through Modulation of Lipid Metabolism and Oxidative Stress Pathways: Evidence from Multi-Omics Analyses	2	{"GEO_series": ["GSE283095"], "GEO_sample": ["GSM8655932", "GSM8655933", "GSM8655934", "GSM8655935", "GSM8655936", "GSM8655937", "GSM8655938", "GSM8655939", "GSM8655940"]}	atherosclerosis AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC8181762	True	None	Exploration of Crucial Mediators for Carotid Atherosclerosis Pathogenesis Through Integration of Microbiome, Metabolome, and Transcriptome.	1	{"GEO_series": ["GSE43292"]}	atherosclerosis AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC10051449	True	None	Metabolic and Transcriptomic Changes in the Mouse Brain in Response to Short-Term High-Fat Metabolic Stress.	1	{}	atherosclerosis AND transcriptomic AND metabolomic
geo	GSE283115	True	20241205	Therapeutic Effects and Mechanisms of Pomegranate in the Treatment of Hyperlipidemia	2	{"GEO_series": ["GSE283115"], "GEO_sample": ["GSM8656207", "GSM8656208", "GSM8656209", "GSM8656210", "GSM8656211", "GSM8656212", "GSM8656213", "GSM8656214", "GSM8656215"]}	atherosclerosis AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC4188043	True	None	Genetic regulation of mouse liver metabolite levels.	1	{}	atherosclerosis AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC9320342	True	None	Laparoscopic Sleeve Gastrectomy in Patients with Severe Obesity Restores Adaptive Responses Leading to Nonalcoholic Steatohepatitis.	1	{}	atherosclerosis AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC7189998	True	None	Monocytes present age-related changes in phospholipid concentration and decreased energy metabolism.	1	{}	atherosclerosis AND transcriptomic AND metabolomic
project	PRJEB106963	False	None	Alcohol reprograms immune-metabolic circuits that promote murine atherosclerosis and human cardiovascular risk	0	{"ENA_BioProject": ["PRJEB106963"]}	atherosclerosis AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC7992074	True	None	Increased apolipoprotein-B:A1 ratio predicts cardiometabolic risk in patients with juvenile onset SLE.	1	{}	atherosclerosis AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC8595869	True	None	Interferon-γ Impairs Human Coronary Artery Endothelial Glucose Metabolism by Tryptophan Catabolism and Activates Fatty Acid Oxidation.	1	{}	atherosclerosis AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC8886057	True	None	ITCH E3 ubiquitin ligase downregulation compromises hepatic degradation of branched-chain amino acids.	1	{}	atherosclerosis AND transcriptomic AND metabolomic
project	PRJNA1394452	True	None	Mus musculus	0	{"ENA_BioProject": ["PRJNA1394452"]}	atherosclerosis AND transcriptomic AND metabolomic
project	PRJNA1191856	True	None	Ziziphora clinopodioides Lam. Attenuates AS through Modulation of Lipid Metabolism and Oxidative Stress Pathways: Evidence from Multi-Omics Analyses	19	{"GEO_series": ["GSE283095"], "ENA_BioProject": ["PRJNA1191856"], "SRA_run": ["SRR315", "SRR31545908", "SRR31545909", "SRR31545910", "SRR31545911", "SRR31545912", "SRR31545913", "SRR31545914", "SRR31545915", "SRR31545916"]}	atherosclerosis AND transcriptomic AND metabolomic
project	PRJNA1191891	True	None	Therapeutic Effects and Mechanisms of Pomegranate in the Treatment of Hyperlipidemia	19	{"GEO_series": ["GSE283115"], "ENA_BioProject": ["PRJNA1191891"], "SRA_run": ["SRR315", "SRR31546152", "SRR31546153", "SRR31546154", "SRR31546155", "SRR31546156", "SRR31546157", "SRR31546158", "SRR31546159", "SRR31546160"]}	atherosclerosis AND transcriptomic AND metabolomic
metabolights_dataset	MTBLS13005	True	20250918	SCUBE3 enhances post-myocardial infarction angiogenesis by promoting endothelial fatty acid metabolism	6	{"MetaboLights": ["MTBLS13005"]}	"myocardial infarction" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
metabolights_dataset	MTBLS13004	True	20250918	SCUBE3 enhances post-myocardial infarction angiogenesis by promoting endothelial fatty acid metabolism.	6	{"MetaboLights": ["MTBLS13004"]}	"myocardial infarction" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
biostudies-arrayexpress	E-MEXP-3638	True	20120824	A Comparison of the Efficacy of Transplantation of Bone Marrow Derived Mesenchymal Stem Cells and Unrestricted Somatic Stem Cells on Outcome After Acute Myocardial Infarction	1	{"ArrayExpress": ["E-MEXP-3638"]}	"myocardial infarction" AND transcriptomic AND proteomic
massive	MSV000088783	True	20220204	Accumulation of acylcarnitines and mitochondrial dysfunction characterize the loss of neonatal myocardial regeneration capacity	2	{"PRIDE_ProteomeXchange": ["PXD031436"], "MassIVE": ["MSV000088783"]}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic || "myocardial infarction" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND proteomic
metabolights_dataset	MTBLS12600	True	20250615	CD36 palmitoylation regulates the lipid metabolic homeostasis	8	{"MetaboLights": ["MTBLS12600"]}	"myocardial infarction" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC9278077	True	None	Inhibition of DYRK1A, via histone modification, promotes cardiomyocyte cell cycle activation and cardiac repair after myocardial infarction.	1	{}	"myocardial infarction" AND transcriptomic AND proteomic
metabolights_dataset	MTBLS3927	True	20220308	Exercise-generated β-aminoisobutyric acid (BAIBA) reduces cardiomyocytes metabolic stress and apoptosis caused by mitochondrial dysfunction through the miR-208b/AMPK pathway	136	{"MetaboLights": ["MTBLS3927"], "PubMed": ["PMID:11081768", "PMID:25489995", "PMID:31050559", "PMID:31835795"]}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic || "myocardial infarction" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND proteomic
gnps	MSV000088783	True	20220204	GNPS - Accumulation of acylcarnitines and mitochondrial dysfunction characterize the loss of neonatal myocardial regeneration capacity	2	{"PRIDE_ProteomeXchange": ["PXD031436"], "MassIVE": ["MSV000088783"]}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic || "myocardial infarction" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND proteomic
project	PRJNA1329036	False	None		0	{"ENA_BioProject": ["PRJNA1329036"]}	"myocardial infarction" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
project	PRJNA1329019	False	None		0	{"ENA_BioProject": ["PRJNA1329019"]}	"myocardial infarction" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
project	PRJNA944267	True	None		19	{"ENA_BioProject": ["PRJNA944267"], "SRA_run": ["SRR238", "SRR23852674", "SRR23852675", "SRR23852676", "SRR23852677", "SRR23852678", "SRR23852679", "SRR23852680", "SRR23852681", "SRR23852682"]}	"myocardial infarction" AND transcriptomic AND proteomic
geo	GSE311668	True	20251201	Transcriptomic profiling of Adcy7-knockout bone marrow-derived macrophages	2	{"GEO_series": ["GSE311668"], "GEO_sample": ["GSM9329160", "GSM9329161", "GSM9329162", "GSM9329163"]}	"myocardial infarction" AND transcriptomic AND proteomic
iprox	PXD068476	True	None	SCUBE3 promotes angiogenesis after myocardial infarction by stimulating endothelial fatty acid metabolism	1	{"PRIDE_ProteomeXchange": ["PXD068476"]}	"myocardial infarction" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
iprox	PXD068507	True	None	SCUBE3 enhances post-myocardial infarction angiogenesis by promoting endothelial fatty acid metabolism	1	{"PRIDE_ProteomeXchange": ["PXD068507"]}	"myocardial infarction" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
project	PRJNA1370102	True	None	Transcriptomic profiling of Adcy7-knockout bone marrow-derived macrophages	0	{"ENA_BioProject": ["PRJNA1370102"]}	"myocardial infarction" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10167339	True	None	Altered acylcarnitine metabolism and inflexible mitochondrial fuel utilization characterize the loss of neonatal myocardial regeneration capacity.	1	{}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic || "myocardial infarction" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC4833139	True	None	Altered lipid metabolism in the aging kidney identified by three layered omic analysis.	1	{}	"heart failure" AND transcriptomic AND proteomic || "myocardial infarction" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10825490	True	None	Regulatory mechanisms of dopamine metabolism in a marine <i>Meyerozyma guilliermondii</i> GXDK6 under NaCl stress as revealed by integrative multi-omics analysis.	1	{}	"myocardial infarction" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10652343	True	None	In need of age-appropriate cardiac models: Impact of cell age on extracellular matrix therapy outcomes.	1	{}	"myocardial infarction" AND transcriptomic AND proteomic
biostudies-arrayexpress	E-MTAB-6521	True	20180228	Microarray analysis of human umbilical vein endothelial cells (HUVECs) chronically irradiated with low dose-rate of ionizing radiation for one, three and six weeks.	1	{"ArrayExpress": ["E-MTAB-6521"]}	"myocardial infarction" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC9806352	True	None	Stings on wings: Proteotranscriptomic and biochemical profiling of the lesser banded hornet (<i>Vespa affinis</i>) venom.	1	{}	"myocardial infarction" AND transcriptomic AND proteomic
massive	MSV000086177	True	None	Sex-specific effects of in vitro fertilization on adult metabolic phenotypes and hepatic transcriptomic and proteomic pathways in mouse	2	{"PRIDE_ProteomeXchange": ["PXD021569"], "MassIVE": ["MSV000086177"]}	"myocardial infarction" AND transcriptomic AND proteomic
metabolights_dataset	MTBLS4128	True	20230629	Cadmium acute exposure induces metabolic and transcriptomic perturbations in human mature adipocytes	188	{"MetaboLights": ["MTBLS4128"], "PubMed": ["PMID:23051804", "PMID:32324219", "PMID:33707505", "PMID:35301059"]}	"myocardial infarction" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC9806289	True	None	Metabolomic and transcriptomic studies of improvements in myocardial infarction due to Pycr1 deletion.	1	{}	"myocardial infarction" AND transcriptomic AND metabolomic
biostudies-arrayexpress	E-MTAB-8856	True	20211004	Transcriptomic profiling of chronic infarcted pig hearts	1	{"ArrayExpress": ["E-MTAB-8856"]}	"myocardial infarction" AND transcriptomic AND metabolomic
biostudies-arrayexpress	E-GEOD-32706	True	20111007	Comparative transcriptomics and metabolomic analysis of fenofibrate and fish oil treatments in mice	1	{"GEO_series": ["GSE32706"], "ArrayExpress": ["E-GEOD-32706"]}	"myocardial infarction" AND transcriptomic AND metabolomic
biostudies-arrayexpress	E-GEOD-56348	True	20141001	Gene expression microarray profiling in mice hearts with pathological and physiological cardiac hypertrophy	1	{"GEO_series": ["GSE56348"], "ArrayExpress": ["E-GEOD-56348"]}	"heart failure" AND transcriptomic AND metabolomic || "myocardial infarction" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC5830958	True	None	Comparison of Non-human Primate versus Human Induced Pluripotent Stem Cell-Derived Cardiomyocytes for Treatment of Myocardial Infarction.	1	{}	"myocardial infarction" AND transcriptomic AND metabolomic
project	PRJNA1394215	True	None	Multi-omics analysis of early reperfused ischemic heart reveals ERRβ/γ activation protects against acute myocardial infarction injury [CUT&Tag]	0	{"ENA_BioProject": ["PRJNA1394215"]}	"myocardial infarction" AND transcriptomic AND metabolomic
geo	GSE314993	True	20260106	Multi-omics analysis of early reperfused ischemic heart reveals ERRβ/γ activation protects against acute myocardial infarction injury [CUT&Tag]	2	{"GEO_series": ["GSE314993"], "GEO_sample": ["GSM9419870", "GSM9419871", "GSM9419872", "GSM9419873"]}	"myocardial infarction" AND transcriptomic AND metabolomic
